Topic	Text
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	These issues (INAUDIBLE).
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	That’s the issue.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	Senator Harris.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	Senator Harris.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	Senator Harris, I’m so sorry.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	Can I have a turn?
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	We will let all of these things.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	Senator Harris.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	We will let you all speak.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	Senator Harris.
Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	been part of the issue–
	
Sen. Harris’ ‘food fight’ moment	Hey, guys.
Sen. Harris’ ‘food fight’ moment	You know what?
Sen. Harris’ ‘food fight’ moment	America does not want to witness a food fight.
Sen. Harris’ ‘food fight’ moment	They want to know how we’re going to put food on their table.
Sen. Harris’ ‘food fight’ moment	So, on that point, part of the issue that is at play in America today, and we’ve all been traveling around the country, I certainly have, I’m meeting people who are working two and three jobs.
Sen. Harris’ ‘food fight’ moment	You know, this president walks around talking about and flouting his great economy, right?
Sen. Harris’ ‘food fight’ moment	My great economy.
Sen. Harris’ ‘food fight’ moment	My great economy.
Sen. Harris’ ‘food fight’ moment	You ask him, well, how are you measuring this greatness of this economy of yours and he talks about the stock market.
Sen. Harris’ ‘food fight’ moment	Well, that’s fine if you own stocks.
Sen. Harris’ ‘food fight’ moment	So many families in America do not.
Sen. Harris’ ‘food fight’ moment	You ask him how are you measuring the greatness of this economy of yours and they point to the jobless numbers and the unemployment numbers.
Sen. Harris’ ‘food fight’ moment	Well, yeah, people in America are working.
Sen. Harris’ ‘food fight’ moment	They’re working two and three jobs.
Sen. Harris’ ‘food fight’ moment	So, when we talk about jobs, let’s be very clear.
Sen. Harris’ ‘food fight’ moment	In our America, no one should have to work more than one job to have a roof over their head and food on the table.
Sen. Harris’ ‘food fight’ moment	Thank you very much, senator.
Sen. Harris’ ‘food fight’ moment	Yes.
Sen. Harris’ ‘food fight’ moment	You have all–you’ve all expressed an interest in talking about healthcare.
Sen. Harris’ ‘food fight’ moment	So, let’s–
	
Yang and Mayor Buttigieg on concerns about China	Well, I just want to agree that I think Russia is our biggest geopolitical threat because they’ve been hacking our democracy successfully.
Yang and Mayor Buttigieg on concerns about China	They’ve been laughing their asses off about it for the last couple of years and we should focus on that before we start worrying about other threats.
Yang and Mayor Buttigieg on concerns about China	Now, China, they do–they do (INAUDIBLE) property.
Yang and Mayor Buttigieg on concerns about China	It’s a massive problem.
Yang and Mayor Buttigieg on concerns about China	But the tariffs and the trade war are just punishing businesses and producers and workers on both sides.
Yang and Mayor Buttigieg on concerns about China	I met with a farmer in Iowa who said he spent six years building up a buying relationship in China that’s now disappeared and gone forever.
Yang and Mayor Buttigieg on concerns about China	And the beneficiaries have not been American workers or–or people in China.
Yang and Mayor Buttigieg on concerns about China	It’s been Southeast Asia and other producers that have then stepped into the void.
Yang and Mayor Buttigieg on concerns about China	So, we need to–to crack down on Chinese malfeasance in the trade relationship but the tariffs and the trade war are the wrong way to go.
Yang and Mayor Buttigieg on concerns about China	how would you stand up against China?
Yang and Mayor Buttigieg on concerns about China	Yeah, I mean first of all, we’ve got to recognize that the China challenge really is a serious one.
Yang and Mayor Buttigieg on concerns about China	This is not something to dismiss or wave away.
Yang and Mayor Buttigieg on concerns about China	And if you look at what China is doing.
Yang and Mayor Buttigieg on concerns about China	They’re using technology for the perfection of dictatorship.
Yang and Mayor Buttigieg on concerns about China	But, their fundamental economic model isn’t gonna change because of some tariffs.
Yang and Mayor Buttigieg on concerns about China	I live in the industrial Midwest.
Yang and Mayor Buttigieg on concerns about China	Folks who aren’t in the shadow of a factory or somewhere near a soy field where I live.
Yang and Mayor Buttigieg on concerns about China	And manufacturers, and especially soy farmers, are hurting.
Yang and Mayor Buttigieg on concerns about China	Tariffs are taxes.
Yang and Mayor Buttigieg on concerns about China	And Americans are gonna pay on average $800 more a year because of these tariffs.
Yang and Mayor Buttigieg on concerns about China	Meanwhile, China is investing so that they could soon be able to run circles around us in artificial intelligence.
Yang and Mayor Buttigieg on concerns about China	And this president is fixated on the China relationship as if all that mattered was the export balance on dishwashers.
Yang and Mayor Buttigieg on concerns about China	We’ve got a much bigger issue on our hands.
Yang and Mayor Buttigieg on concerns about China	But in a moment when their authoritarian model is being held up as an alternative to ours because ours looks so chaotic compared to theirs right now because of our internal divisions.
Yang and Mayor Buttigieg on concerns about China	The biggest thing we’ve got to do is invest in our own domestic competitiveness.
Yang and Mayor Buttigieg on concerns about China	If we disinvest–
Yang and Mayor Buttigieg on concerns about China	–All right, mayor, thank you.
Yang and Mayor Buttigieg on concerns about China	–In our own infrastructure, education we are never gonna be able to compete.
Yang and Mayor Buttigieg on concerns about China	And if we really want to be an alternative, a democratic alternative, we actually have to demonstrate that we care about democratic values–
Yang and Mayor Buttigieg on concerns about China	–Mayor, thank you, thank you for your answer.
Yang and Mayor Buttigieg on concerns about China	–At home.
	
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	Because I couldn’t get it done.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	My community is in anguish right now because of an officer involved shooting.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	A black man Eric Logan killed by a white officer.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	And I’m not allowed to take sides until the investigation comes back.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	The officer says he was attacked with a knife, but he didn’t have his body camera on.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	It’s a mess.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	And we’re hurting.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	And I could walk you through all of the things that we have done as a community–all of the steps that we took from bias training to de-escalation but it didn’t save the life of Eric Logan.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	And when I look into his mother’s eyes I have to face the fact and nothing that I say will bring him back.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	This is an issue that is facing our community and so many communities around the country.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	And until we move policing out from the shadow of systemic racism whatever this particular incident teaches us we will be left with the bigger problem of the fact that there is a wall of mistrust put up one racist act at a time.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	Not just from what has happened in the past but what’s happening around the country in the present.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	It threatens the well being of every community.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	And I am determined to bring about a day when a white person driving a vehicle and a black person driving a vehicle when they see a police officer approaching feels the exact same thing.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	A feeling not of fear but of safety.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	I’m determined to bring that day about.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	Thank you, Mr. Mayor.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	Mayor Buttigieg, Mayor Buttigieg, if I could ask one question because I think–
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	Governor, I’ll give you 30 seconds.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	I think that the question they are asking in South Bend I think across the country is why is it taking so long?
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	We had a shooting when I first became mayor 10 years before Ferguson and the community came together and we created an office of the independent monitor–civilian oversight commission.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	We diversified the police force in two years.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	We actually did de-escalation training.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	I think the real question that America should be asking is why five years after Ferguson every city doesn’t have this level of police accountability?
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	Governor Hickenlooper, thank you.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	We–
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	I’ve got to respond to that.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	Look, we’ve taken so many steps toward police accountability that the FOP just denounced me for too much accountability.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	We’re obviously not there yet.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	And I accept responsibility for that–
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	(INAUDIBLE) you should fire the chief.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	So, under Indiana law this will be investigated.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	And there will be accountability for the officer involved.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	But you’re the mayor.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	You should fire the chief if that’s the policy and someone died.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	All of these issues are extremely important but there are specifics, there are symptoms.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	And the underlying cause has to do with deep, deep, deep realms of racial injustice.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	Both in our criminal justice system and in our economic system.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	And the democratic party should be on the side of reparations for slavery for this very reason.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	I do not believe–I do not believe that the average American is a racist.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	But the average American is woefully undereducated about the history of race in the United States.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	Vice President Biden, we’re going to get to you.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	Hang on.
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	We’re going to get–
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	I would like to say–
Mayor Buttigieg speaks out on civil rights and the shooting in his hometown	–Ms. Williamson, thank you very much.
	
Candidates comment on diversity	No, absolutely not.
Candidates comment on diversity	Unlike the Republican party we encourage diverse city, we believe in diverse city, that is what America is up about.
Candidates comment on diversity	But in addition to diversity in terms of having more women, more people from the GB–L–LGBT community we also have to do something else and that is we have to ask ourselves a simple question and that how come to day the worker in the middle of our economy is making no more money than he or she made 45 years ago and that in the last 30 years the top 1 percent has seen a $21 trillion increase in their wealth.
Candidates comment on diversity	We need a party that is diverse but we need a party that has the guts to stand up to the powerful special interest who have so much power over the economic and political life of this country.
Candidates comment on diversity	Senator Gillibrand I want to give you 30 seconds on this.
Candidates comment on diversity	Well, first of all where Bernie left off we have heard a lot of good ideas on this stage tonight and a lot of plans but the truth is until you go to the root of the corruption, the money in the–in politics, the fact that Washington is run by these special interest you are never going to solve any of these problems.
Candidates comment on diversity	I have the most comprehensive approach that experts agree is the most transformative plan to actually take on political corruption to get money out of politics through publicly funded elections, to have clean elections.
Candidates comment on diversity	If we do that and get money out of politics we can guarantee healthcare as a right not a privilege we can deal with institutional racism, we can’t take on income inequality and we can take on the corporate corruption that runs Washington.
	
Candidates on bridging the partisan divide and working with Mitch McConnell	Gridlock will not magically disappear as long as Mitch McConnell is there, first.
Candidates on bridging the partisan divide and working with Mitch McConnell	Second, second, that is why it is so important for us to when not just the presidency to have somebody that can run in all 50 states but to–but to win the Senate as well and that is why we have to propose policies that can be supported like Medicare X (PH) so that we can build a broad coalition of Americans to overcome broken Washington DC.
Candidates on bridging the partisan divide and working with Mitch McConnell	I agree with what Senator Gillibrand was saying and share a lot of her views.
Candidates on bridging the partisan divide and working with Mitch McConnell	We need to in gerrymandering in wash–and we need to end political gerrymandering in Washington.
Candidates on bridging the partisan divide and working with Mitch McConnell	The court today said they couldn’t do anything about it.
Candidates on bridging the partisan divide and working with Mitch McConnell	We need to overturn Citizens United.
Candidates on bridging the partisan divide and working with Mitch McConnell	The court was the one that gave us Citizens United.
Candidates on bridging the partisan divide and working with Mitch McConnell	And the attack on voting rights in Shelby versus Holder is something we need to deal with.
Candidates on bridging the partisan divide and working with Mitch McConnell	All of those things has happened since Vice President Biden was in the Senate.
Candidates on bridging the partisan divide and working with Mitch McConnell	And we face structural problems that we have to overcome with a broad coalition.
Candidates on bridging the partisan divide and working with Mitch McConnell	It’s the only way we can do it.
Candidates on bridging the partisan divide and working with Mitch McConnell	We need to root out the corruption in Washington, expand people’s right to get to the polls.
Candidates on bridging the partisan divide and working with Mitch McConnell	Time is up.
Candidates on bridging the partisan divide and working with Mitch McConnell	Thank you.
Candidates on bridging the partisan divide and working with Mitch McConnell	And I think then we can succeed.
Candidates on bridging the partisan divide and working with Mitch McConnell	Vice President Biden–
Candidates on bridging the partisan divide and working with Mitch McConnell	–Can I respond–
Candidates on bridging the partisan divide and working with Mitch McConnell	–Thirty seconds.
Candidates on bridging the partisan divide and working with Mitch McConnell	I want–I–what–it does sound as if you haven’t seen what’s been happening in the United States Senate over the last 12 years.
Candidates on bridging the partisan divide and working with Mitch McConnell	It didn’t happen.
Candidates on bridging the partisan divide and working with Mitch McConnell	Why?
Candidates on bridging the partisan divide and working with Mitch McConnell	I have seen what happened just sense we were vice president.
Candidates on bridging the partisan divide and working with Mitch McConnell	We needed three votes to pass an $800 billion recovery act that kept us from going into depression.
Candidates on bridging the partisan divide and working with Mitch McConnell	I got three votes changed.
Candidates on bridging the partisan divide and working with Mitch McConnell	We needed to be able to keep the government from shutting down and going bankrupt.
Candidates on bridging the partisan divide and working with Mitch McConnell	I got Mitch McConnell to raise taxes $600 billion by raising the top rate.
Candidates on bridging the partisan divide and working with Mitch McConnell	And as recently as after the President got elected, I was able to put together a coalition on the Cures Act that billions of dollars go into cancer research, bipartisan.
Candidates on bridging the partisan divide and working with Mitch McConnell	But sometimes you can’t do that.
Candidates on bridging the partisan divide and working with Mitch McConnell	Sometimes you just have to go out and beat them.
Candidates on bridging the partisan divide and working with Mitch McConnell	I went into 20 states, over 60 candidates–
Candidates on bridging the partisan divide and working with Mitch McConnell	–Okay, thank you–
Candidates on bridging the partisan divide and working with Mitch McConnell	–And guess what?
Candidates on bridging the partisan divide and working with Mitch McConnell	We beat them.
Candidates on bridging the partisan divide and working with Mitch McConnell	We won back the Senate.
Candidates on bridging the partisan divide and working with Mitch McConnell	Chuck?
Candidates on bridging the partisan divide and working with Mitch McConnell	Chuck?
Candidates on bridging the partisan divide and working with Mitch McConnell	Thank you.
Candidates on bridging the partisan divide and working with Mitch McConnell	Chuck–
Candidates on bridging the partisan divide and working with Mitch McConnell	–Thank you, Mr.–
Candidates on bridging the partisan divide and working with Mitch McConnell	–The problem with what the vice–
Candidates on bridging the partisan divide and working with Mitch McConnell	–Go ahead, 30 seconds–
Candidates on bridging the partisan divide and working with Mitch McConnell	–No. What?
Candidates on bridging the partisan divide and working with Mitch McConnell	Yeah, 30 seconds.
Candidates on bridging the partisan divide and working with Mitch McConnell	Go ahead.
Candidates on bridging the partisan divide and working with Mitch McConnell	We–sometimes you do have to beat them, but–but the deal that he talked about with Mitch McConnell was a complete victory for the Tea Party.
Candidates on bridging the partisan divide and working with Mitch McConnell	It extended the Bush tax cuts permanently.
Candidates on bridging the partisan divide and working with Mitch McConnell	The Democratic Party had been running against that for 10 years.
Candidates on bridging the partisan divide and working with Mitch McConnell	We’ve lost that economic argument because that deal extended almost all those Bush tax cuts permanently and put in place the mindless cuts that we still are dealing with today that are called the sequester.
Candidates on bridging the partisan divide and working with Mitch McConnell	That was a great deal for Mitch McConnell.
Candidates on bridging the partisan divide and working with Mitch McConnell	Oh, come on.
Candidates on bridging the partisan divide and working with Mitch McConnell	It was a terrible deal for America.
Candidates on bridging the partisan divide and working with Mitch McConnell	Thank you.
Candidates on bridging the partisan divide and working with Mitch McConnell	Thank you, Senator Bennet.
Candidates on bridging the partisan divide and working with Mitch McConnell	And you heard from Republicans.
Candidates on bridging the partisan divide and working with Mitch McConnell	Right, right.
Candidates on bridging the partisan divide and working with Mitch McConnell	You heard from the Republicans–
Candidates on bridging the partisan divide and working with Mitch McConnell	–Go ahead, 30 seconds–
Candidates on bridging the partisan divide and working with Mitch McConnell	–That the reason why the Trump tax cut had to be passed is because they had to pay back their donors.
Candidates on bridging the partisan divide and working with Mitch McConnell	You heard it.
Candidates on bridging the partisan divide and working with Mitch McConnell	They actually said those words.
Candidates on bridging the partisan divide and working with Mitch McConnell	So, the corruption in Washington is real, and it is something that makes every one of the plans we’ve heard about over the last several months impossible.
Candidates on bridging the partisan divide and working with Mitch McConnell	And I have the most comprehensive approach to do it with clean elections, publicly funded elections so we restore the power of our democracy into the hands of the voters, not into the Koch brothers.
Candidates on bridging the partisan divide and working with Mitch McConnell	We were talking about issues.
Candidates on bridging the partisan divide and working with Mitch McConnell	Imagine–we’re in Florida.
Candidates on bridging the partisan divide and working with Mitch McConnell	Imagine the Parkland kids having as much power in our democracy–
Candidates on bridging the partisan divide and working with Mitch McConnell	–Thank you–
Candidates on bridging the partisan divide and working with Mitch McConnell	–As the Koch brothers or the NRA.
Candidates on bridging the partisan divide and working with Mitch McConnell	Thank you, Senator Gillibrand.
Candidates on bridging the partisan divide and working with Mitch McConnell	Thank you.
Candidates on bridging the partisan divide and working with Mitch McConnell	Imagine their voices carrying–Farther and wider than–
Candidates on bridging the partisan divide and working with Mitch McConnell	–Thank you–
Candidates on bridging the partisan divide and working with Mitch McConnell	–Anyone else because their voice is needed.
Candidates on bridging the partisan divide and working with Mitch McConnell	Go ahead.
Candidates on bridging the partisan divide and working with Mitch McConnell	Senator Gillibrand, I’m trying–
Candidates on bridging the partisan divide and working with Mitch McConnell	–And you can–and as president–
Candidates on bridging the partisan divide and working with Mitch McConnell	–To get everyone in here–
Candidates on bridging the partisan divide and working with Mitch McConnell	–It’s the first thing I’m going–
Candidates on bridging the partisan divide and working with Mitch McConnell	–Thank you–
Candidates on bridging the partisan divide and working with Mitch McConnell	–To do because nothing else is possible, whether it’s education or healthcare or ending institutional racism.
	
Candidates on abortion rights	Well, my plan is somebody who believes, for a start, that a woman’s right to control her own body is a constitutional right, that government and politicians should not infringe on that right.
Candidates on abortion rights	We will do everything we can to defense our–Roe versus Wade.
Candidates on abortion rights	Second of all, let me make– –Let me make–let me make a promise here.
Candidates on abortion rights	You asked about litmus test.
Candidates on abortion rights	My litmus test is I will never appoint any–nominate any justice to the Supreme Court unless that justice is 100 percent clear he or she will defend Roe v.
Candidates on abortion rights	Wade.
Candidates on abortion rights	Third of all, I do not believe in packing the court.
Candidates on abortion rights	right now.
Candidates on abortion rights	But I do believe that constitutionally we have the power to rotate judges to other courts.
Candidates on abortion rights	And that brings in new blood into the supreme court and a majority I hope that will understand that a woman has the right to control her own body and that corporations cannot run the United States of America.
Candidates on abortion rights	Senator
Candidates on abortion rights	I’m going to give you 10 additional seconds because (INAUDIBLE) what if the court has already overturned Roe and Roe is gone?
Candidates on abortion rights	All of the things you have described would be to try to preserve Roe.
Candidates on abortion rights	If Roe was gone what could you do as president to preserve abortion rights?
Candidates on abortion rights	Well, first of all let me tell you this–didn’t come up yet but let’s face this–Medicare for All guarantees every woman in this country the right to have an abortion if she wants it.
Candidates on abortion rights	Thank you, Senator.
Candidates on abortion rights	And can I just address this for a second?
Candidates on abortion rights	And I–and I want to talk directly-directly to America’s women and to men who love them–women’s reproductive rights are under assault by President Trump and the Republican party.
Candidates on abortion rights	Thirty states are trying to overturn Roe v.
Candidates on abortion rights	Wade right now.
Candidates on abortion rights	And it is mind boggling to me that we are debating this on this stage in 2019 among democrats whether women should have access to reproductive rights.
Candidates on abortion rights	I think we have to stop playing defense and start playing offense.
Candidates on abortion rights	But let me tell you one thing about politics because it goes to the corruption of the deal making–when the door is closed negotiations are made.
Candidates on abortion rights	There are conversations about women’s rights and compromises have been made behind our backs.
Candidates on abortion rights	That’s how we got to Hyde.
Candidates on abortion rights	That’s how the Hyde Amendment was created.
Candidates on abortion rights	A compromise by leaders of both parties.
Candidates on abortion rights	Then we have the ACA.
Candidates on abortion rights	During the ACA neg–negotiations I had to fight like heck with other women to make sure that contraception wasn’t sold down the river or abortion services.
Candidates on abortion rights	And so, what we need to know is imagine this one question–when we beat President Trump and Mitch McConnell walks into the Oval Office god forbid to do negotiations who do you want when that door closes to be sitting behind that desk to fight for women’s rights?
Candidates on abortion rights	I have been the fiercest advocate for women’s reproductive freedom for over a decade.
Candidates on abortion rights	Thank you.
Candidates on abortion rights	And I promise you as President–
Candidates on abortion rights	Senator–
Candidates on abortion rights	–when that door closes I will guarantee women’s reproductive (INAUDIBLE) no matter what.
	
Candidates on climate	Well, first of all I don’t even call it climate change.
Candidates on climate	It’s a climate crisis.
Candidates on climate	It represents an existential threat to us as a species.
Candidates on climate	And the fact that we have a President of the United States who has embraced science fiction over science fact will be to our collective peril.
Candidates on climate	I visited while the embers were smoldering the wildfires in California I spoke with firefighters who were in the midst of fighting a fire while their own homes were burning.
Candidates on climate	And on this issue it is a–it is a critical issue that is about what we must do to confront what is immediate and before us right now.
Candidates on climate	That is why I support a Green New Deal.
Candidates on climate	It is why I believe on day one and as President will re-enter us in the Paris agreement because we have to take these issues seriously and frankly, we have a President of the United States we talked about you asked before what is the greatest national security threat to the United States?
Candidates on climate	It’s Donald Trump.
Candidates on climate	And I’m going to tell you why.
Candidates on climate	And I’m going to tell you why because I agree climate change represents an existential threat.
Candidates on climate	He denies the science.
Candidates on climate	You want to talk about North Korea, real threat in terms of nuclear arsenal but what doe she do?
Candidates on climate	He embraces Kim Jong Un a dictator
Candidates on climate	History where states fail to preserve the civil rights of all people.
Candidates on climate	I have supported the ERA from the very beginning when I ran for (INAUDIBLE).
Candidates on climate	Vice President Biden 30 seconds because I want to bring other people into this.
Candidates on climate	I–I supported the ERA from the very beginning.
Candidates on climate	I am the guy that extended the voting rights act for 25 years.
Candidates on climate	We got to the place where we got 98 out of 98 votes in the United States Senate doing it.
Candidates on climate	I have also argued very strongly that we in fact deal with the notion of denying people access to the ballot box.
Candidates on climate	I agree that everybody once they in fact–my time is up.
Candidates on climate	I’m sorry.
Candidates on climate	Thank you vice president.
Candidates on climate	All of these things (INAUDIBLE).
Candidates on climate	Senator Sanders–Senator Sanders, I want to go to you on this.
Candidates on climate	You said on the day you launched your campaign that voters should focus on what people stand for, not a candidate’s race or age or sexual orientation.
Candidates on climate	Any Democrats are very excited by the diversity of this field on this stage and on last night stage and the perspective that diverse city brings to this contest and to these issues.
Candidates on climate	Are you telling Democratic voters that diverse city should it matter when they make this decision?
Candidates on climate	No, absolutely not.
Candidates on climate	Unlike the Republican party we encourage diverse city, we believe in diverse city, that is what America is up about.
Candidates on climate	But in addition to diversity in terms of having more women, more people from the GB–L–LGBT community we also have to do something else and that is we have to ask ourselves a simple question and that how come to day the worker in the middle of our economy is making no more money than he or she made 45 years ago and that in the last 30 years the top 1 percent has seen a $21 trillion increase in their wealth.
Candidates on climate	We need a party that is diverse but we need a party that has the guts to stand up to the powerful special interest who have so much power over the economic and political life of this country.
Candidates on climate	Senator Gillibrand I want to give you 30 seconds on this.
Candidates on climate	Well, first of all where Bernie left off we have heard a lot of good ideas on this stage tonight and a lot of plans but the truth is until you go to the root of the corruption, the money in the–in politics, the fact that Washington is run by these special interest you are never going to solve any of these problems.
Candidates on climate	I have the most comprehensive approach that experts agree is the most transformative plan to actually take on political corruption to get money out of politics through publicly funded elections, to have clean elections.
Candidates on climate	If we do that and get money out of politics we can guarantee healthcare as a right not a privilege we can deal with institutional racism, we can’t take on income inequality and we can take on the corporate corruption that runs Washington.
	
On whether ‘partisan gridlock’ would disappear	Gridlock will not magically disappear as long as Mitch McConnell is there, first.
On whether ‘partisan gridlock’ would disappear	Second, second, that is why it is so important for us to when not just the presidency to have somebody that can run in all 50 states but to–but to win the Senate as well and that is why we have to propose policies that can be supported like Medicare X so that we can build a broad coalition of Americans to overcome broken Washington DC.
On whether ‘partisan gridlock’ would disappear	I agree with what Senator Gillibrand was saying and share a lot of her views.
On whether ‘partisan gridlock’ would disappear	We need to in gerrymandering in wash–and we need to end political gerrymandering in Washington.
On whether ‘partisan gridlock’ would disappear	And new science and technology to be the exporter not only of the green economy, but economy that can create millions of jobs.
On whether ‘partisan gridlock’ would disappear	But, I would immediately rejoin the Paris Climate Accord.
On whether ‘partisan gridlock’ would disappear	I would up the ante in that accord, which it calls for because we make up 15 percent of the problem; 85 percent of the world makes up the rest.
On whether ‘partisan gridlock’ would disappear	And so, we have to have someone who knows how to corral the rest of the world, bring them together, and get something done like we did in our administrator.
On whether ‘partisan gridlock’ would disappear	Senators–senators, I want–to give you 30 seconds–
On whether ‘partisan gridlock’ would disappear	–Look–
On whether ‘partisan gridlock’ would disappear	–To follow up, but I’m going to hold you to 30 seconds.
On whether ‘partisan gridlock’ would disappear	Look, the old ways are no longer relevant.
On whether ‘partisan gridlock’ would disappear	The scientists tell us we have 12 years because there’s irreparable damage to this planet.
On whether ‘partisan gridlock’ would disappear	This is a global issue.
On whether ‘partisan gridlock’ would disappear	What the president of the United States should do is not deny the reality of climate change, but tell the rest of the world that instead of spending $1.5 trillion on weapons of destruction, let us get together for the common enemy and that is to transform the world energy system away from fossil fuel to energy efficiency, and sustainable energy.
On whether ‘partisan gridlock’ would disappear	Thank you.
On whether ‘partisan gridlock’ would disappear	The future of the planet rests on us doing that.
On whether ‘partisan gridlock’ would disappear	There–there’s–
On whether ‘partisan gridlock’ would disappear	–Before we go–
On whether ‘partisan gridlock’ would disappear	–There’s–
On whether ‘partisan gridlock’ would disappear	–Hang on.
On whether ‘partisan gridlock’ would disappear	Before we leave this topic–
On whether ‘partisan gridlock’ would disappear	–Here’s a solution.
On whether ‘partisan gridlock’ would disappear	Pass the torch.
On whether ‘partisan gridlock’ would disappear	Pass the torch to the generation that’s going to feel the effects–
On whether ‘partisan gridlock’ would disappear	–No–
On whether ‘partisan gridlock’ would disappear	–Of climate change–take on the fossil fuel–
On whether ‘partisan gridlock’ would disappear	–Pass the torch to the generation–
On whether ‘partisan gridlock’ would disappear	–Is (CROSSTALK) the solution–
On whether ‘partisan gridlock’ would disappear	–That’s inventive enough–
On whether ‘partisan gridlock’ would disappear	–Agreed.
On whether ‘partisan gridlock’ would disappear	And–
On whether ‘partisan gridlock’ would disappear	–Before we leave this topic–here’s something you all want to weigh in on.
On whether ‘partisan gridlock’ would disappear	Hold on a moment.
On whether ‘partisan gridlock’ would disappear	Just–just–
On whether ‘partisan gridlock’ would disappear	–Campaign to the Republican Party.
On whether ‘partisan gridlock’ would disappear	Hold on moment.
On whether ‘partisan gridlock’ would disappear	Just trust us on this.
On whether ‘partisan gridlock’ would disappear	And the fact–
	
Candidates on gun control	Keep your pistols, keep your rifles, keep your shotguns but we can take the most dangerous weapons from the most dangerous people.
Candidates on gun control	We have the NRA on the ropes because of the Moms because the Brady Group, because of Giffords, because of March for Our Lives.
Candidates on gun control	But I’m the only candidate on this stage calling for a ban and buyback of every single assault weapon in America.
Candidates on gun control	I’ve seen the plans of the other candidates here.
Candidates on gun control	They would all leave 15 million assault in our communities.
Candidates on gun control	They wouldn’t do a single thing to save a single life in Parkland.
Candidates on gun control	I will approach this issue as a prosecutor.
Candidates on gun control	I will approach it as the only person on this stage who has voted and passed background checks–but also as a parent of a generation who sends our children to school where we look at what they’re wearing so we can remember it in case we have to identify them later.
Candidates on gun control	A generation who has seen thousands of black children killed in our streets and a generation who goes to the theater and we actually where the fire exits are.
Candidates on gun control	We don’t have to live this way.
Candidates on gun control	We must be a country who loves our children more than we love our guns.
Candidates on gun control	Senator Sanders a Vermont newspaper recently released portions of an interview you gave in 2013 in which you said, “My own view on guns is everything being equal, states should make those decisions.
Candidates on gun control	No.
Candidates on gun control	Has your thinking changed since then?
Candidates on gun control	Do you now think there’s a federal role to play?
Candidates on gun control	Mischaracterization of my thinking.
